name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,Star Type Complex,Star Type Simple
HIP 4845 b,69,10.06,Neptune-like,2020,14.4,5972200000000000000000000,0.347,11.209,0.176,0.0936345,0.25,Radial Velocity,M2.0 V,M
HIP 48714 b,34,8.99,Neptune-like,2020,22.9,5972200000000000000000000,0.456,11.209,0.112,0.04873374,0.5,Radial Velocity,M0,M
HIP 54373 b,61,10.38,Neptune-like,2019,8.62,5972200000000000000000000,0.256,11.209,0.063,0.021355236,0.2,Radial Velocity,M1,M
HIP 54373 c,61,10.38,Neptune-like,2019,12.44,5972200000000000000000000,0.318,11.209,0.099,0.041341547,0.2,Radial Velocity,M1,M
HIP 57274 b,84,8.97,Neptune-like,2011,6.3566,5972200000000000000000000,0.214,11.209,0.07,0.022176592,0.19,Radial Velocity,M1.5 V,M
HIP 71135 b,105,10.53,Neptune-like,2019,18.8,5972200000000000000000000,0.406,11.209,0.335,0.23874058,0.21,Radial Velocity,K7 V,K
HIP 97166 b,215,9.92,Neptune-like,2021,20,5972200000000000000000000,0.244,11.209,0.089,0.028199865,0.16,Transit,K7 V,K
HIP 97166 c,215,9.92,Neptune-like,2021,9.9,5972200000000000000000000,0.278,11.209,0.124,0.04599589,0.25,Radial Velocity,M3.5 V,M
K2-100 b,616,10.651,Neptune-like,2016,21.8,5972200000000000000000000,0.346,11.209,0.0301,0.004654347,0,Transit,M4.0,M
K2-105 b,646,11.752,Neptune-like,2017,30,5972200000000000000000000,0.32,11.209,0.0833,0.022724163,0,Transit,M1.5 V,M
K2-10 b,888,12.429,Neptune-like,2015,27,5972200000000000000000000,0.343,11.209,0.137,0.05284052,0.31,Transit,M1.5 V,M
K2-110 b,380,11.985,Super Earth,2017,16.7,5972200000000000000000000,0.228,11.209,0.1027,0.038056124,0.08,Transit,M2V,M
K2-111 c,654,11.13,Neptune-like,2020,11.3,5972200000000000000000000,0.301,11.209,0.1166,0.04298426,0.07,Radial Velocity,M2.5 V,M
K2-118 b,1049,14,Neptune-like,2017,6.99,5972200000000000000000000,0.227,11.209,0.245,0.13935661,0.2,Transit,M3 V,M
K2-119 b,1193,14.818,Neptune-like,2017,6.94,5972200000000000000000000,0.226,11.209,0.0698,0.021081451,0.07,Transit,M3.5 Ve,M
K2-123 b,527,14.781,Neptune-like,2017,8.05,5972200000000000000000000,0.246,11.209,0.1649,0.08487337,0.06,Transit,M3.5 V,M
K2-124 b,458,16.692,Neptune-like,2017,8.75,5972200000000000000000000,0.259,11.209,0.049,0.017522246,0.08,Transit,G0 V,G
K2-12 b,1065,12.38,Neptune-like,2015,6.04,5972200000000000000000000,0.208,11.209,0.0802,0.022724163,0,Transit,M0.5-1.0 V,M
K2-136 c,193,11.101,Neptune-like,2017,8.8,5972200000000000000000000,0.26,11.209,0.11728,0.047364816,0.13,Transit,M1 V,M
K2-138 c,661,12.246,Neptune-like,2017,6.31,5972200000000000000000000,0.205,11.209,0.04461,0.009856262,0.05,Transit,M3 V,M
K2-138 d,661,12.246,Super Earth,2017,7.92,5972200000000000000000000,0.213,11.209,0.05893,0.014784395,0.04,Transit,M3 V,M
K2-138 e,661,12.246,Neptune-like,2017,12.97,5972200000000000000000000,0.302,11.209,0.0782,0.022724163,0.08,Transit,M3 V,M
K2-138 f,661,12.246,Terrestrial,2017,1.63,5972200000000000000000000,0.259,11.209,0.10447,0.03504449,0.06,Transit,M2,M
K2-138 g,661,12.246,Neptune-like,2021,4.32,5972200000000000000000000,0.269,11.209,0.23109,0.114989735,0.06,Transit,M1.0,M
K2-14 b,1188,15.78,Neptune-like,2015,20.7,5972200000000000000000000,0.429,11.209,0.0627,0.022997946,0.14,Transit,M1.5 V,M
K2-152 b,354,13.728,Neptune-like,2018,5.86,5972200000000000000000000,0.204,11.209,0.1716,0.08925393,0,Transit,M1.5 V,M
K2-155 c,237,12.773,Neptune-like,2018,7.27,5972200000000000000000000,0.232,11.209,0.0946,0.038056124,0,Transit,M1.5 V,M
K2-158 b,644,11.774,Neptune-like,2018,7.46,5972200000000000000000000,0.236,11.209,0.0887,0.027652293,0,Transit,M1.5 V,M
K2-159 b,558,11.995,Neptune-like,2018,5.73,5972200000000000000000000,0.202,11.209,0.1013,0.03394935,0,Transit,M2.5,M
K2-15 b,1611,14.758,Neptune-like,2015,6.71,5972200000000000000000000,0.221,11.209,0.091,0.03230664,0,Transit,M0 V,M
K2-167 b,264,8.24,Neptune-like,2018,5.75,5972200000000000000000000,0.202,11.209,0.0999,0.027378507,0.41,Transit,M3.5 V,M
K2-16 c,1093,14.668,Neptune-like,2015,6.99,5972200000000000000000000,0.227,11.209,0.1229,0.05229295,0,Transit,M0.5,M
K2-174 b,326,12.456,Neptune-like,2018,7.27,5972200000000000000000000,0.232,11.209,0.126,0.053661875,0,Transit,M0.5 V,M
K2-180 b,665,12.557,Super Earth,2018,11.44182,5972200000000000000000000,0.225,11.209,0.0734,0.02436687,0,Transit,M3.5,M
K2-181 b,1177,12.669,Neptune-like,2018,8.45,5972200000000000000000000,0.253,11.209,0.0706,0.01889117,0,Transit,M3.5,M
K2-182 b,505,11.833,Neptune-like,2018,20,5972200000000000000000000,0.24,11.209,0.0526,0.012867898,0.04,Transit,K1V,K
K2-183 c,1073,12.867,Neptune-like,2018,5.9,5972200000000000000000000,0.205,11.209,0.0932,0.02956879,0,Transit,M4 V,M
K2-183 d,1073,12.867,Neptune-like,2018,5.9,5972200000000000000000000,0.205,11.209,0.1527,0.06187543,0,Transit,M4 V,M
K2-187 d,1079,13.102,Neptune-like,2018,6.35,5972200000000000000000000,0.214,11.209,0.072,0.01943874,0,Transit,M1 V,M
K2-188 c,1458,12.657,Neptune-like,2018,8.4,5972200000000000000000000,0.252,11.209,0.0785,0.021355236,0,Transit,M1 V,M
K2-189 c,790,12.398,Neptune-like,2018,6.8,5972200000000000000000000,0.223,11.209,0.068,0.0183436,0,Transit,M3.5 V,M
K2-18 b,124,13.477,Super Earth,2015,8.92,5972200000000000000000000,0.211,11.209,0.1429,0.09007529,0.2,Transit,M5.0 V,M
K2-18 c,124,13.477,Neptune-like,2017,7.51,5972200000000000000000000,0.236,11.209,0.06,0.024640657,0.47,Radial Velocity,M2,M
K2-193 b,1344,13.341,Neptune-like,2018,14.8,5972200000000000000000000,0.352,11.209,0.1184,0.04052019,0,Transit,M0.5,M
K2-195 b,1028,12.524,Neptune-like,2018,9.96,5972200000000000000000000,0.279,11.209,0.1208,0.043531828,0,Transit,K6 V,K
K2-197 b,808,12.199,Neptune-like,2018,7.08,5972200000000000000000000,0.228,11.209,0.0806,0.022997946,0,Transit,F2,F
K2-199 c,351,12.358,Neptune-like,2018,12.4,5972200000000000000000000,0.254,11.209,0.0662,0.020260096,0.03,Transit,M3,M
K2-212 b,356,12.977,Neptune-like,2018,7.51,5972200000000000000000000,0.236,11.209,0.0785,0.026830938,0,Transit,K4,K
K2-214 b,981,11.806,Neptune-like,2018,6.48,5972200000000000000000000,0.217,11.209,0.0834,0.023545519,0,Transit,K4,K
K2-21 c,273,12.851,Super Earth,2015,6.76,5972200000000000000000000,0.222,11.209,0.107,0.042436685,0.21,Transit,G5,G
K2-220 b,762,11.873,Neptune-like,2018,6.3,5972200000000000000000000,0.213,11.209,0.1104,0.037508555,0,Transit,F8,F
K2-222 b,331,9.543,Neptune-like,2018,6.3,5972200000000000000000000,0.213,11.209,0.1211,0.042162903,0,Transit,K,K
K2-224 c,898,12.7,Neptune-like,2018,6.39,5972200000000000000000000,0.215,11.209,0.0886,0.027652293,0,Transit,K,K
K2-225 b,1167,11.836,Neptune-like,2018,12,5972200000000000000000000,0.311,11.209,0.134,0.043531828,0,Transit,K2,K
K2-233 d,220,10.883,Super Earth,2018,21.14,5972200000000000000000000,0.21,11.209,0.15224,0.06680356,0.1999,Transit,F8,F
K2-241 b,488,11.97,Neptune-like,2018,7.04,5972200000000000000000000,0.227,11.209,0.1567,0.0733744,0,Transit,K3,K
K2-242 b,356,16.414,Neptune-like,2018,6.99,5972200000000000000000000,0.227,11.209,0.0494,0.01779603,0,Transit,G3,G
K2-245 b,1488,12.755,Neptune-like,2018,17.4,5972200000000000000000000,0.387,11.209,0.0959,0.032580424,0,Transit,G5 V,G
K2-246 b,2295,14.792,Neptune-like,2018,12,5972200000000000000000000,0.311,11.209,0.0602,0.015879534,0,Transit,G0,G
K2-248 b,1325,13.497,Neptune-like,2018,7.13,5972200000000000000000000,0.229,11.209,0.0699,0.019712524,0,Transit,F8,F
K2-249 b,1702,12.646,Neptune-like,2018,8.2,5972200000000000000000000,0.249,11.209,0.1151,0.03394935,0,Transit,G5,G
K2-24 b,556,11.275,Neptune-like,2016,19,5972200000000000000000000,0.482,11.209,0.154,0.05722108,0.06,Transit,K1,K
K2-24 c,556,11.275,Neptune-like,2016,15.4,5972200000000000000000000,0.669,11.209,0.247,0.11581109,0.07,Transit,G8,G
K2-250 b,1353,14.314,Neptune-like,2018,6.53,5972200000000000000000000,0.218,11.209,0.0459,0.010951404,0,Transit,G3,G
K2-251 b,480,15.66,Neptune-like,2018,6.12,5972200000000000000000000,0.21,11.209,0.0694,0.025462013,0,Transit,F8,F
K2-255 b,625,13.662,Neptune-like,2018,8.75,5972200000000000000000000,0.259,11.209,0.0274,0.005475702,0,Transit,K,K
K2-256 b,1842,14.954,Neptune-like,2018,7.41,5972200000000000000000000,0.235,11.209,0.0578,0.015058179,0,Transit,F7,F
K2-25 b,147,16.21,Neptune-like,2015,24.5,5972200000000000000000000,0.306,11.209,0.0287,0.009582478,0.43,Transit,F4,F
K2-266 b,253,11.625,Neptune-like,2018,11.26782,5972200000000000000000000,0.294,11.209,0.01306,0.001916496,0,Transit,G5 V,G
K2-266 e,253,11.625,Neptune-like,2018,14.3,5972200000000000000000000,0.244,11.209,0.1249,0.05338809,0.04,Transit,G5,G
K2-26 b,323,14.528,Neptune-like,2016,7.61,5972200000000000000000000,0.238,11.209,0.0962,0.039972622,0,Transit,F,F
K2-275 b,403,11.974,Neptune-like,2018,6.08,5972200000000000000000000,0.209,11.209,0.0277,0.009034907,0,Transit,F9,F
K2-282 b,1619,14.21,Neptune-like,2018,6.8,5972200000000000000000000,0.223,11.209,0.0499,0.011498973,0,Transit,F,F
K2-283 b,1314,14.364,Neptune-like,2018,12.2,5972200000000000000000000,0.314,11.209,0.0291,0.005201916,0,Transit,G,G
K2-284 b,350,13.265,Neptune-like,2018,8.15,5972200000000000000000000,0.248,11.209,0.04771,0.013141684,0.08,Transit,F5,F
K2-285 b,505,12.075,Super Earth,2018,9.68,5972200000000000000000000,0.231,11.209,0.03817,0.009582478,0,Transit,G7,G
K2-285 c,505,12.075,Neptune-like,2018,15.68,5972200000000000000000000,0.315,11.209,0.0824,0.01943874,0,Transit,K1,K
K2-28 b,205,16.526,Neptune-like,2016,5.99,5972200000000000000000000,0.207,11.209,0.0214,0.006297057,0,Transit,K7,K
K2-292 b,373,9.885,Neptune-like,2019,24.5,5972200000000000000000000,0.235,11.209,0.13,0.046543464,0.04,Transit,F8,F
K2-356 b,1160,13.268,Neptune-like,2021,5.86,5972200000000000000000000,0.204,11.209,0.1599,0.057494868,0,Transit,G9 V,G
K2-357 b,1689,13.748,Neptune-like,2021,13.4,5972200000000000000000000,0.332,11.209,0.145,0.044626966,0,Transit,G3 V,G
K2-358 b,1567,13.699,Neptune-like,2021,7.65,5972200000000000000000000,0.239,11.209,0.0863,0.030937715,0,Transit,G V,G
K2-36 c,358,11.726,Neptune-like,2016,7.8,5972200000000000000000000,0.278,11.209,0.05574,0.01451061,0,Transit,G V,G
K2-37 c,587,12.573,Neptune-like,2016,8,5972200000000000000000000,0.245,11.209,0.0654,0.017522246,0,Transit,G,G
K2-37 d,587,12.573,Neptune-like,2016,7.9,5972200000000000000000000,0.244,11.209,0.1103,0.038603697,0,Transit,G,G
K2-55 b,520,13.519,Neptune-like,2016,14,5972200000000000000000000,0.341,11.209,0.03486,0.007665982,0.07,Transit,G6 V,G
K2-63 c,1688,12.98,Neptune-like,2016,14.5,5972200000000000000000000,0.348,11.209,0.189,0.069815196,0,Transit,M1 V,M
K2-8 b,1316,14.801,Neptune-like,2015,12.5,5972200000000000000000000,0.319,11.209,0.0856,0.028473647,0,Transit,M3 V,M
Kepler-1001 b,3030,15.582,Neptune-like,2016,10.1,5972200000000000000000000,0.281,11.209,0.1129,0.039151266,0,Transit,B9 Vne,B
Kepler-1004 b,3760,13.705,Neptune-like,2016,32.5,5972200000000000000000000,0.56,11.209,0.0671,0.01451061,0,Transit,G9 III,G
Kepler-1010 b,1890,14.964,Neptune-like,2016,5.99,5972200000000000000000000,0.207,11.209,0.193,0.09390828,0,Transit,G8 V,G
Kepler-1011 b,2403,15.294,Neptune-like,2016,8.6,5972200000000000000000000,0.256,11.209,0.0633,0.015879534,0,Transit,G1 V,G
Kepler-1014 b,2038,14.866,Neptune-like,2016,6.3,5972200000000000000000000,0.213,11.209,0.121,0.045448326,0,Transit,G1 V,G
Kepler-1015 b,2412,12.825,Neptune-like,2016,12.3,5972200000000000000000000,0.317,11.209,0.1396,0.043805614,0,Transit,G1 V,G
Kepler-1016 c,4576,15.531,Neptune-like,2016,13.1,5972200000000000000000000,0.328,11.209,0.4389,0.28939083,0,Transit,G1 V,G
Kepler-1018 b,3295,15.103,Neptune-like,2016,7.18,5972200000000000000000000,0.23,11.209,0.253,0.13442847,0,Transit,G1 V,G
Kepler-1020 b,1355,14.211,Neptune-like,2016,5.82,5972200000000000000000000,0.203,11.209,0.3878,0.26529774,0,Transit,G1 V,G
Kepler-1021 b,2642,15.207,Neptune-like,2016,6.04,5972200000000000000000000,0.208,11.209,0.1034,0.036960986,0,Transit,K1 V,K
Kepler-1022 b,1370,15.758,Neptune-like,2016,6.17,5972200000000000000000000,0.211,11.209,0.0805,0.030116359,0,Transit,G6 V,G
Kepler-1023 b,2264,14.7121,Neptune-like,2016,7.41,5972200000000000000000000,0.235,11.209,0.301,0.17002054,0,Transit,K0 V,K
Kepler-1024 b,3547,16.272,Neptune-like,2016,14.5,5972200000000000000000000,0.349,11.209,0.3033,0.1817933,0,Transit,K0,K
Kepler-1030 b,2475,16.003,Neptune-like,2016,6.71,5972200000000000000000000,0.221,11.209,0.1338,0.05284052,0,Transit,K0 III,K
Kepler-1033 b,4748,16.186,Neptune-like,2016,6.85,5972200000000000000000000,0.224,11.209,0.0761,0.020807665,0,Transit,K0 III,K
Kepler-1034 b,2135,15.269,Neptune-like,2016,5.73,5972200000000000000000000,0.202,11.209,0.0965,0.033127997,0,Transit,G3/5V,G
Kepler-1036 b,1597,13.87,Neptune-like,2016,9.32,5972200000000000000000000,0.269,11.209,0.4629,0.33648187,0,Transit,K0 V,K
Kepler-1038 b,1905,15.03,Neptune-like,2016,12.2,5972200000000000000000000,0.315,11.209,0.5238,0.40657085,0,Transit,G5,G
Kepler-103 b,1614,11.883,Neptune-like,2014,9.7,5972200000000000000000000,0.301,11.209,0.1269,0.043805614,0.03,Transit,K1 V(P),K
Kepler-103 c,1614,11.883,Neptune-like,2014,36.1,5972200000000000000000000,0.459,11.209,0.6372,0.49171802,0.02,Transit,K3 V,K
Kepler-1041 b,4847,14.576,Neptune-like,2016,8.96,5972200000000000000000000,0.262,11.209,0.1688,0.0678987,0,Transit,F5 V,F
Kepler-1043 b,2947,14.949,Neptune-like,2016,7.04,5972200000000000000000000,0.227,11.209,0.2159,0.10540725,0,Transit,F9,F
Kepler-1044 b,4172,15.478,Neptune-like,2016,7.61,5972200000000000000000000,0.238,11.209,0.0741,0.018617386,0,Transit,K3 V,K
Kepler-1045 b,3074,15.879,Neptune-like,2016,7.7,5972200000000000000000000,0.24,11.209,0.1616,0.07227926,0,Transit,K2 V,K
Kepler-104 b,1307,12.697,Super Earth,2014,19.6,5972200000000000000000000,0.277,11.209,0.094,0.031211497,0,Transit,K0 IV,K
Kepler-104 c,1307,12.697,Neptune-like,2014,9.96,5972200000000000000000000,0.279,11.209,0.153,0.06488707,0,Transit,G9 III,G
Kepler-1052 b,3078,14.932,Neptune-like,2016,8.91,5972200000000000000000000,0.261,11.209,0.2046,0.095551,0,Transit,G2,G
Kepler-1054 b,3557,14.143,Neptune-like,2016,7.41,5972200000000000000000000,0.235,11.209,0.054,0.011772759,0,Transit,G0,G
Kepler-1056 b,3205,14.772,Neptune-like,2016,9.32,5972200000000000000000000,0.269,11.209,0.1629,0.075290896,0,Transit,G5 IV,G
Kepler-1057 b,3920,15.825,Neptune-like,2016,11.2,5972200000000000000000000,0.3,11.209,0.1138,0.038603697,0,Transit,F5 V,F
Kepler-1058 b,1605,15.869,Neptune-like,2016,7.85,5972200000000000000000000,0.243,11.209,0.3679,0.30390143,0,Transit,F5 V,F
Kepler-105 b,1498,12.981,Neptune-like,2013,5.1,5972200000000000000000000,0.429,11.209,0.066,0.014784395,0.47,Transit,F9 V,F
Kepler-1060 b,3088,14.827,Neptune-like,2016,6.26,5972200000000000000000000,0.212,11.209,0.2495,0.12840521,0,Transit,G5 V,G
Kepler-1065 b,3662,15.744,Neptune-like,2016,13.4,5972200000000000000000000,0.333,11.209,0.0455,0.009856262,0,Transit,F5 V,F
Kepler-1066 b,1123,13.115,Neptune-like,2016,6.17,5972200000000000000000000,0.211,11.209,0.0299,0.005201916,0,Transit,G3 V,G
Kepler-1068 b,4807,16.096,Neptune-like,2016,12.8,5972200000000000000000000,0.324,11.209,0.1309,0.046269678,0,Transit,G5 V,G
Kepler-106 c,1449,12.923,Super Earth,2014,10.44,5972200000000000000000000,0.223,11.209,0.1096,0.037234772,0,Transit,G5 V,G
Kepler-106 e,1449,12.923,Super Earth,2014,11.17,5972200000000000000000000,0.228,11.209,0.2395,0.11991786,0,Transit,F8 V CH+0.4,F
Kepler-1071 b,3400,15.881,Neptune-like,2016,6.26,5972200000000000000000000,0.212,11.209,0.0615,0.016974675,0,Transit,G3 V,G
Kepler-1073 b,2642,14.749,Neptune-like,2016,5.9,5972200000000000000000000,0.205,11.209,0.0805,0.023819301,0,Transit,G3 V,G
Kepler-1077 b,3593,14.923,Neptune-like,2016,8.1,5972200000000000000000000,0.247,11.209,0.2101,0.094182074,0,Transit,G3 V,G
Kepler-107 e,1716,12.543,Neptune-like,2014,8.6,5972200000000000000000000,0.259,11.209,0.12639,0.040246405,0,Transit,G3 V,G
Kepler-1080 b,4511,13.486,Neptune-like,2016,10.8,5972200000000000000000000,0.293,11.209,0.3781,0.21163587,0,Transit,G3 V,G
Kepler-1083 b,2944,16.103,Neptune-like,2016,11.2,5972200000000000000000000,0.3,11.209,0.1899,0.091444224,0,Transit,K2 V,K
Kepler-1085 c,4451,15.273,Neptune-like,2020,10.7,5972200000000000000000000,0.292,11.209,0.3002,0.15550992,0,Transit,K0,K
Kepler-1086 b,1520,16.002,Neptune-like,2016,6.53,5972200000000000000000000,0.218,11.209,0.1198,0.05147159,0,Transit,G5,G
Kepler-1086 c,1520,16.002,Neptune-like,2016,8.96,5972200000000000000000000,0.262,11.209,0.503,0.4421629,0,Transit,G5,G
Kepler-1090 b,2801,15.31,Neptune-like,2016,5.69,5972200000000000000000000,0.201,11.209,0.6364,0.54401094,0,Transit,G0 V,G
Kepler-1090 c,2801,15.31,Neptune-like,2021,10.9,5972200000000000000000000,0.294,11.209,0.2274,0.11608488,0,Transit,G5 V,G
Kepler-1094 b,4211,15.318,Neptune-like,2016,10.2,5972200000000000000000000,0.284,11.209,0.3625,0.21382615,0,Transit,G5 V,G
Kepler-1097 b,2348,15.652,Neptune-like,2016,10.7,5972200000000000000000000,0.291,11.209,0.5791,0.51389456,0,Transit,G4 V,G
Kepler-1099 b,3336,15.137,Neptune-like,2016,8.4,5972200000000000000000000,0.252,11.209,0.0337,0.006023272,0,Transit,G3 V,G
Kepler-109 b,1549,12.398,Neptune-like,2014,7.3,5972200000000000000000000,0.211,11.209,0.0683,0.01779603,0.21,Transit,K0 III,K
Kepler-1102 b,4065,14.928,Neptune-like,2016,7.56,5972200000000000000000000,0.237,11.209,0.2731,0.14045174,0,Transit,K2 III,K
Kepler-1103 b,4345,14.294,Neptune-like,2016,5.77,5972200000000000000000000,0.203,11.209,0.1473,0.054209445,0,Transit,F8 V,F
Kepler-1110 b,2371,16.274,Neptune-like,2016,7.56,5972200000000000000000000,0.237,11.209,0.0754,0.026557151,0,Transit,G,G
Kepler-1112 b,5452,14.74,Neptune-like,2016,9.38,5972200000000000000000000,0.269,11.209,0.1239,0.03942505,0,Transit,G,G
Kepler-1113 b,3503,14.943,Neptune-like,2016,8.3,5972200000000000000000000,0.251,11.209,0.2415,0.11581109,0,Transit,G6/8 V,G
Kepler-1118 b,2898,15.238,Neptune-like,2016,7.95,5972200000000000000000000,0.244,11.209,0.2079,0.105954826,0,Transit,G8 V,G
Kepler-1128 b,3534,15.934,Neptune-like,2016,12.9,5972200000000000000000000,0.326,11.209,0.302,0.16865161,0,Transit,G8 V,G
Kepler-1129 b,3862,15.661,Neptune-like,2016,9.06,5972200000000000000000000,0.264,11.209,0.1644,0.06652977,0,Transit,K0 III,K
Kepler-1129 c,3862,15.661,Neptune-like,2016,7.9,5972200000000000000000000,0.244,11.209,0.3528,0.20944558,0,Transit,F5 V,F
Kepler-112 b,1674,13.927,Neptune-like,2014,6.17,5972200000000000000000000,0.211,11.209,0.076,0.022997946,0,Transit,K0 III,K
Kepler-112 c,1674,13.927,Neptune-like,2014,6.35,5972200000000000000000000,0.214,11.209,0.172,0.07830253,0,Transit,F6 V,F
Kepler-1132 b,2831,15.818,Neptune-like,2016,6.12,5972200000000000000000000,0.21,11.209,0.2881,0.17221081,0,Transit,F6 V,F
Kepler-1134 b,3081,16.233,Neptune-like,2016,7.46,5972200000000000000000000,0.236,11.209,0.1242,0.04681725,0,Transit,K2 III/ IV,K
Kepler-1140 b,2141,15.751,Neptune-like,2016,8.1,5972200000000000000000000,0.247,11.209,0.1478,0.06598221,0,Transit,K9 V,K
Kepler-1143 c,1811,15.493,Neptune-like,2016,12.6,5972200000000000000000000,0.321,11.209,0.6477,0.5765914,0,Transit,K9 V,K
Kepler-1147 b,5406,15.613,Neptune-like,2016,7.32,5972200000000000000000000,0.233,11.209,0.0961,0.02902122,0,Transit,K5 III,K
Kepler-114 d,847,13.961,Neptune-like,2013,3.9,5972200000000000000000000,0.226,11.209,0.08358,0.03230664,0,Transit,F3 V,F
Kepler-1154 b,4763,14.953,Neptune-like,2016,6.08,5972200000000000000000000,0.209,11.209,0.0631,0.014236824,0,Transit,K3V,K
Kepler-1154 c,4763,14.953,Neptune-like,2016,6.17,5972200000000000000000000,0.211,11.209,0.0875,0.023271732,0,Transit,G4 IV,G
Kepler-1158 b,4842,13.618,Neptune-like,2016,6.08,5972200000000000000000000,0.209,11.209,0.1246,0.036960986,0,Transit,G0 V,G
Kepler-1159 b,3959,14.678,Neptune-like,2016,6.21,5972200000000000000000000,0.211,11.209,0.1603,0.062149215,0,Transit,K0,K
Kepler-115 c,2034,13.545,Neptune-like,2014,7.27,5972200000000000000000000,0.232,11.209,0.087,0.024640657,0,Transit,K1V,K
Kepler-1168 b,2455,15.755,Neptune-like,2016,6.8,5972200000000000000000000,0.223,11.209,0.2663,0.15277207,0,Transit,G0 V,G
Kepler-116 b,3116,13.744,Neptune-like,2014,11.6,5972200000000000000000000,0.305,11.209,0.069,0.016427105,0,Transit,G0 V,G
Kepler-116 c,3116,13.744,Neptune-like,2014,5.9,5972200000000000000000000,0.205,11.209,0.116,0.035865847,0,Transit,G0 V,G
Kepler-1170 b,3427,16.204,Neptune-like,2016,6.39,5972200000000000000000000,0.215,11.209,0.088,0.027378507,0,Transit,K2V,K
Kepler-1171 b,1869,11.647,Neptune-like,2016,7.08,5972200000000000000000000,0.228,11.209,0.0284,0.003832991,0,Transit,K2V,K
Kepler-1172 b,4262,16.083,Neptune-like,2016,10.3,5972200000000000000000000,0.285,11.209,0.168,0.07118412,0,Transit,G0 V,G
Kepler-1175 b,3660,15.972,Neptune-like,2016,9.22,5972200000000000000000000,0.267,11.209,0.2181,0.10376455,0,Transit,K0,K
Kepler-1176 b,2821,15.27,Neptune-like,2016,6.57,5972200000000000000000000,0.219,11.209,0.1589,0.066255994,0,Transit,K0,K
Kepler-117 b,4748,14.282,Neptune-like,2014,29.875,5972200000000000000000000,0.719,11.209,0.1445,0.05147159,0.05,Transit,G7 IV-V,G
Kepler-1182 b,5041,15.742,Neptune-like,2016,6.39,5972200000000000000000000,0.215,11.209,0.0981,0.030663928,0,Transit,G5,G
Kepler-1183 b,6260,15.968,Neptune-like,2016,8.35,5972200000000000000000000,0.252,11.209,0.1793,0.078028746,0,Transit,G2 V,G
Kepler-1184 b,3777,14.99,Neptune-like,2016,7.65,5972200000000000000000000,0.239,11.209,0.2863,0.1467488,0,Transit,K0,K
Kepler-1187 b,3329,14.73,Neptune-like,2016,7.32,5972200000000000000000000,0.233,11.209,0.1401,0.051745377,0,Transit,G9 V CN+1,G
Kepler-1192 b,4254,15.858,Neptune-like,2016,6.17,5972200000000000000000000,0.211,11.209,0.1693,0.068993844,0,Transit,G9 V CN+1,G
Kepler-119 b,2290,14.375,Neptune-like,2014,12.6,5972200000000000000000000,0.321,11.209,0.035,0.006570842,0,Transit,G8 III/IV,G
